,_addr,_desc,INC_DATE
10,2101 E APACHE BLVD Tempe AZ 85281,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Area of Origin: Bedroom - < 5 persons; included are jail or prison
Heat Source: Heat from powered equipment, other
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Failure of equipment or heat source
Factors Contributing To Ignition #1: Undetermined
Equipment Involved: Air conditioner
Fire Spread: Confined to floor of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 0.0
Fire Origin (starting story): 2.0
Item Contributing Most to Spread: Undetermined
Type Material Contributing Most To Spread: Undetermined
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire with battery
Detector Operation: Undetermined
AES Presence: None Present",2023-02-14
11,600 W GROVE PKY Tempe AZ 85283,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Area of Origin: Cooking area, kitchen
Heat Source: Heat from powered equipment, other
Item First Ignited: Item First Ignited, Other
Confined To Origin: Fire Spread was Confined to Object of Origin
Type of Material: Polish, paraffin, wax
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Misuse of material or product, other
Equipment Involved: Range, stove with/without oven, cooking surface
Fire Spread: Confined to object of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1317.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: More than 1 type present
Detector Power: Hardwire with battery
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: Present
AES Type: Wet pipe sprinkler
AES Operation: Operated and Effective
Number of Sprinklers Operating: 1.0",2023-02-16
12,1750 S PRICE RD Tempe AZ 85281,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2023-02-17
13,455 W 21ST ST Tempe AZ 85282,"Less Than One Acre: True
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2023-02-18
14,364 S FARMER AVE Tempe AZ 85281,"Number of Residential Units: 4.0
Area of Origin: Outside area, other
Heat Source: Arcing
Item First Ignited: Item First Ignited, Other
Type of Material: Natural gas
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Worn out",2023-02-19
15,505 W WARNER RD Tempe AZ 85284,"Number of Residential Units: 0.0
Not Residential Flag: True
Number of Buildings Involved: 1.0
Less Than One Acre: True
On Site Materials #1: Trash, not recyclable
Material Storage Use #1: Repair or service
Area of Origin: Vacant structural area
Heat Source: Undetermined
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to floor of origin
Structure Type: Enclosed building
Structure Status: Vacant and unsecured
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 748.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Undetermined
Type Material Contributing Most To Spread: Undetermined
Detector Presence: None Present
AES Presence: None Present",2023-02-24
16,712 S FOREST AVE Tempe AZ 85281,"Number of Residential Units: 407.0
Area of Origin: Cooking area, kitchen
Heat Source: Radiated, conducted heat from operating equipment
Item First Ignited: Cooking materials, including edible materials
Confined To Origin: Fire Spread was Confined to Object of Origin
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to object of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 22.0
Building Height: Stories Below Grade: 0.0
Building Length: 289.0
Building Width: 360.0
Fire Origin (starting story): 12.0
Detector Presence: Detectors Present
Detector Type: Combination smoke - heat
Detector Power: Hardwire with battery
Detector Operation: Operated
Detector Effectiveness: Failed to alert occupants
AES Presence: Present
AES Operation: Fire too small to Operate",2023-02-25
17,4518 S GRANDVIEW AVE Tempe AZ 85282,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Area of Origin: Other
Heat Source: Undetermined
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Equipment Involved: Undetermined
Fire Spread: Beyond building of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1834.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Undetermined
Type Material Contributing Most To Spread: Undetermined
Detector Presence: Undetermined
AES Presence: None Present",2023-02-27
18,1111 E APACHE BLVD Tempe AZ 85281,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Acres Burned: 0.0
Area of Origin: Cooking area, kitchen
Heat Source: Heat from direct flame, convection currents
Item First Ignited: Box, carton, bag, basket, barrel
Type of Material: Wood or paper, processed, other
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Heat source too close to combustibles.
Human Factors #3: Unattended or unsupervised person
Equipment Involved: Stove, heating
Fire Spread: Confined to floor of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 3.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 946.0
Fire Origin (starting story): 2.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire with battery
Detector Operation: Fire too small to operate
AES Presence: Present
AES Type: Wet pipe sprinkler
AES Operation: Operated and Effective
Number of Sprinklers Operating: 1.0",2023-03-04
19,1340 E 8TH ST Tempe AZ 85281,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined",2023-03-06
20,2440 S MILL AVE Tempe AZ 85282,"Number of Residential Units: 0.0
Not Residential Flag: True
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined",2023-03-06
21,1450 E CURRY RD Tempe AZ 85281,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause under investigation
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 1.0
Total Square Feet: 5000.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Heat
Detector Power: Hardwire Only
Detector Operation: Fire too small to operate
AES Presence: Present",2023-03-09
22,1505 E WEBER DR Tempe AZ 85281,"On Site Materials #1: Autos, trucks, buses, recreational vehicles
Material Storage Use #1: Repair or service
Area of Origin: Equipment or service area, other
Heat Source: Arcing
Item First Ignited: Flammable liquid/gas - in/from engine or burner
Type of Material: Flammable gas, other
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Heat source too close to combustibles.
Human Factors #3: Unattended or unsupervised person
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1000.0
Fire Origin (starting story): 1.0
Detector Presence: None Present
AES Presence: None Present",2023-03-10
23,6901 S MCCLINTOCK DR Tempe AZ 85283,"Number of Residential Units: 1.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to building of origin
Structure Type: Enclosed building
Structure Status: Undetermined
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1.0
Fire Origin (starting story): 1.0
Detector Presence: Undetermined
AES Presence: Undetermined",2023-03-11
24,1800 E RIO SALADO PKY Tempe AZ 85281,"Area of Origin: Engine area, running gear, wheel area
Heat Source: Spark, ember or flame from operating equipment
Item First Ignited: Liquids, piping, filters, other
Type of Material: Plastic
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Heat source too close to combustibles.",2023-03-12
25,933 E UNIVERSITY DR Tempe AZ 85281,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional",2023-03-13
26,950 W SOUTHERN AVE Tempe AZ 85282,"Not Residential Flag: True
Number of Buildings Involved: 1.0
Area of Origin: Treatment - first aid area, surgery area
Heat Source: Heat from powered equipment, other
Item First Ignited: Item First Ignited, Other
Type of Material: Undetermined
Cause of Ignition: Failure of equipment or heat source
Factors Contributing To Ignition #1: Mechanical failure, malfunction, other",2023-03-15
27,725 W BASELINE RD Tempe AZ 85283,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2023-03-17
28,2011 S MCCLINTOCK DR Tempe AZ 85282,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2023-03-17
29,975 S RURAL RD Tempe AZ 85281,"On Site Materials #1: Undetermined
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: Undetermined
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1.0
Fire Origin (starting story): 1.0
Detector Presence: Undetermined
AES Presence: Undetermined",2023-03-19
30,121 W HU ESTA DR Tempe AZ 85282,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Less Than One Acre: True
Area of Origin: Attic: vacant, crawl space above top story, cupola
Heat Source: Undetermined
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Fire Spread: Confined to building of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 2300.0
Fire Origin (starting story): 1.0
Detector Presence: Undetermined
AES Presence: None Present",2023-03-20
31,430 E UNIVERSITY DR Tempe AZ 85281,"Number of Residential Units: 200.0
Number of Buildings Involved: 1.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause under investigation
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 8.0
Building Height: Stories Below Grade: 1.0
Total Square Feet: 22000.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire Only
Detector Operation: Failed to Operate
Detector Failure Reason: Undetermined
AES Presence: Present",2023-03-20
32,3122 S MCCLINTOCK DR Tempe AZ 85282,"Number of Residential Units: 1.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: Undetermined
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1.0
Fire Origin (starting story): 1.0
Detector Presence: Undetermined
AES Presence: Undetermined",2023-03-21
33,1725 E JEANINE DR Tempe AZ 85284,"Number of Residential Units: 1.0
Area of Origin: Dining room, cafeteria bar area, beverage service
Heat Source: Radiated, conducted heat from operating equipment
Item First Ignited: Cabinetry (including built-in)
Type of Material: Wood or paper, processed, other
Cause of Ignition: Failure of equipment or heat source
Factors Contributing To Ignition #1: Operational deficiency, other
Fire Spread: Confined to building of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 2000.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Combination smoke - heat
Detector Power: Hardwire with battery
Detector Operation: Failed to Operate
Detector Failure Reason: Other
AES Presence: None Present",2023-03-22
34,1027 W 12TH ST Tempe AZ 85281,"Number of Residential Units: 1.0
Area of Origin: Outside area, other
Heat Source: Heat from powered equipment, other
Item First Ignited: Appliance housing or casing
Type of Material: Natural gas
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Mechanical failure, malfunction, other
Human Factors #4: Possibly mentally disabled",2023-03-27
35,8545 S EMERALD DR Tempe AZ 85284,"Not Residential Flag: True
Number of Buildings Involved: 1.0
Less Than One Acre: True
Area of Origin: Roof surface: exterior
Heat Source: Arcing
Item First Ignited: Electrical wire, cable insulation
Confined To Origin: Fire Spread was Confined to Object of Origin
Type of Material: Natural product, other
Cause of Ignition: Failure of equipment or heat source
Factors Contributing To Ignition #1: Electrical failure, malfunction, other
Equipment Involved: Decorative lights, line voltage
Fire Spread: Confined to object of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 58000.0
Fire Origin (starting story): 1.0
Detector Presence: None Present
AES Presence: None Present",2023-03-28
36,525 E UNIVERSITY DR Tempe AZ 85281,"Number of Residential Units: 1.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: Undetermined
Building Height: Stories Above Grade: 0.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 0.0
Fire Origin (starting story): 0.0
Detector Presence: Undetermined
AES Presence: Undetermined",2023-03-28
37,1035 E WESLEYAN DR Tempe AZ 85282,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Less Than One Acre: True
Area of Origin: Cooking area, kitchen
Heat Source: Heat from powered equipment, other
Item First Ignited: Cooking materials, including edible materials
Type of Material: Cooking oil, transformer or lubricating oil
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Equipment unattended
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1972.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Battery Only
Detector Operation: Failed to Operate
Detector Failure Reason: Undetermined
AES Presence: None Present",2023-03-28
38,2323 E APACHE BLVD Tempe AZ 85281,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2023-03-29
39,1111 W UNIVERSITY DR Tempe AZ 85281,"Area of Origin: Cooking area, kitchen
Heat Source: Heat from powered equipment, other
Item First Ignited: Appliance housing or casing
Type of Material: Type of material first ignited, other
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Misuse of material or product, other
Human Factors #6: Multiple persons involved",2023-04-04
40,2161 E 5TH ST Tempe AZ 85281,"Area of Origin: Outside area, other
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined",2023-04-04
41,2060 W RIO SALADO PKY Tempe AZ 85281,"Area of Origin: Outside area, other
Heat Source: Radiated, conducted heat from operating equipment
Item First Ignited: Material being used to make a product
Type of Material: Adhesive, resin, tar, glue, asphalt, pitch
Cause of Ignition: Failure of equipment or heat source
Factors Contributing To Ignition #1: Misuse of material or product, other
Human Factors #3: Unattended or unsupervised person",2023-04-04
42,1259 S LOLA LN Tempe AZ 85281,"Number of Residential Units: 1.0
Area of Origin: Undetermined
Heat Source: Heat from powered equipment, other
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Misuse of material or product, other
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 6000.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Unknown
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: Present",2023-04-05
43,1500 W DRAKE DR Tempe AZ 85283,"Number of Residential Units: 1.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2023-04-10
44,1050 S TERRACE RD Tempe AZ 85281,"Number of Residential Units: 400.0
Area of Origin: Cooking area, kitchen
Heat Source: Heat from direct flame, convection currents
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Equipment unattended
Human Factors #3: Unattended or unsupervised person
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 5.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 20000.0
Fire Origin (starting story): 4.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire with battery
Detector Operation: Fire too small to operate
AES Presence: Present
AES Operation: Fire too small to Operate",2023-04-12
45,1015 S RURAL RD Tempe AZ 85281,"Not Residential Flag: True
Less Than One Acre: True
On Site Materials #1: Containers, packing materials, other
Material Storage Use #1: Packaged goods for sale
Area of Origin: Chute/container - trash, rubbish, waste
Heat Source: Hot ember or ash
Item First Ignited: Rubbish, trash, or waste
Type of Material: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Abandoned or discarded materials or products",2023-04-13
46,113 E 7TH ST Tempe AZ 85281,"Number of Residential Units: 407.0
Number of Buildings Involved: 1.0
Area of Origin: Chute/container - trash, rubbish, waste
Heat Source: Undetermined
Item First Ignited: Rubbish, trash, or waste
Confined To Origin: Fire Spread was Confined to Object of Origin
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Suppression Factors #1: Information incomplete or incorrect
Fire Spread: Confined to object of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 12.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 789480.0
Fire Origin (starting story): 8.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire with battery
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: Present
AES Type: Wet pipe sprinkler
AES Operation: Fire too small to Operate
Number of Sprinklers Operating: 0.0",2023-04-14
47,58 S RIVER DR Tempe AZ 85281,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined",2023-04-14
48,2645 E SOUTHERN AVE Tempe AZ 85282,"Number of Residential Units: 40.0
Area of Origin: Other
Heat Source: Heat source: other
Item First Ignited: Item First Ignited, Other
Type of Material: Food, starch, excluding fat and grease (Code 31)
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Abandoned or discarded materials or products
Human Factors #3: Unattended or unsupervised person
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 4.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 4000.0
Fire Origin (starting story): 3.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire with battery
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: Present",2023-04-14
49,1001 E KNOX RD Tempe AZ 85284,"Area of Origin: Other
Heat Source: Heat source: other
Item First Ignited: Item First Ignited, Other
Type of Material: Type of material first ignited, other
Cause of Ignition: Cause under investigation
Factors Contributing To Ignition #1: Other factor contributed to ignition
Human Factors #6: Multiple persons involved",2023-04-14
50,1019 W STRAHAN DR Tempe AZ 85283,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2023-04-14
51,1625 S COLLEGE AVE Tempe AZ 85281,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Failure of equipment or heat source
Factors Contributing To Ignition #1: Undetermined
Structure Type: Structure type, other",2023-04-15
52,500 E VETERANS WAY Tempe AZ 85281,"Area of Origin: Exterior stairway, ramp, or fire escape
Heat Source: Heat from powered equipment, other
Item First Ignited: Electrical wire, cable insulation
Cause of Ignition: Failure of equipment or heat source
Factors Contributing To Ignition #1: Mechanical failure, malfunction, other",2023-04-15
53,5924 S DORSEY LN Tempe AZ 85283,"Number of Residential Units: 1.0
Acres Burned: 0.0
Area of Origin: Structural area, other
Heat Source: Heat source: other
Item First Ignited: Item First Ignited, Other
Type of Material: Sawn wood, including all finished lumber
Cause of Ignition: Intentional
Factors Contributing To Ignition #1: Other factor contributed to ignition",2023-04-15
54,1730 S MILL AVE Tempe AZ 85281,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause under investigation
Factors Contributing To Ignition #1: Undetermined",2023-04-16
55,440 E ALAMEDA DR Tempe AZ 85282,"Number of Residential Units: 1.0
Area of Origin: Vehicle storage area; garage, carport
Heat Source: Heat from powered equipment, other
Item First Ignited: Flammable liquid/gas - uncontained
Type of Material: Natural gas
Cause of Ignition: Failure of equipment or heat source
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1700.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire with battery
Detector Operation: Fire too small to operate
AES Presence: None Present",2023-04-18
56,1404 E MANHATTON DR Tempe AZ 85282,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Less Than One Acre: True
Area of Origin: Cooking area, kitchen
Heat Source: Radiated, conducted heat from operating equipment
Item First Ignited: Box, carton, bag, basket, barrel
Type of Material: Wood or paper, processed, other
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Heat source too close to combustibles.
Equipment Involved: Stove, heating
Suppression Factors #1: Significant fuel load from man-made condition.
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 2600.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Cabinetry (including built-in)
Type Material Contributing Most To Spread: Cardboard
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Battery Only
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: None Present",2023-04-20
